id,date_recorded
48267,2011-03-18
35958,2013-01-16
63648,2011-04-17
36960,2013-03-19
4983,2013-02-26
37902,2011-04-15
7029,2011-03-18
56058,2011-07-20
30418,2011-02-25
36637,2013-02-26
40535,2012-10-17
12585,2013-01-27
26125,2011-03-01
44554,2011-07-27
23675,2013-02-04
32142,2013-02-03
3140,2012-10-10
61895,2013-01-29
60532,2013-02-04
9601,2013-03-23
67281,2012-10-04
15207,2012-10-09
66457,2013-03-21
7779,2012-11-03
34729,2013-01-26
72735,2011-03-13
63692,2011-07-21
2250,2011-07-15
24574,2011-08-04
14848,2011-03-26
42663,2012-10-22
33368,2012-11-15
49566,2013-07-04
46216,2013-02-07
48866,2011-07-26
63903,2011-03-29
8772,2011-03-31
59383,2013-02-25
50929,2011-03-23
11144,2013-01-16
21285,2013-03-04
12101,2011-03-08
5083,2011-08-06
66994,2013-02-12
47433,2013-01-30
8161,2011-03-05
43776,2011-03-05
25196,2012-10-28
33350,2011-03-04
11038,2013-02-11
21842,2011-03-07
14883,2011-03-05
53926,2011-07-12
39869,2011-03-18
6225,2011-07-23
69370,2013-02-11
20065,2013-02-03
8352,2012-12-13
14270,2013-02-19
36192,2011-03-14
71843,2013-01-26
67424,2012-10-22
56263,2011-04-01
65014,2011-03-15
51470,2011-02-04
42126,2011-03-14
7187,2013-03-26
9217,2011-08-26
40789,2011-07-26
6425,2012-10-28
66840,2013-02-23
59270,2011-07-28
16260,2011-03-07
9366,2013-01-27
63285,2013-01-31
32307,2013-02-11
21220,2011-07-26
40515,2013-02-11
20167,2011-03-23
66323,2011-04-15
51962,2011-07-15
10869,2011-03-16
34201,2011-03-08
12630,2013-03-18
57145,2011-03-31
9973,2013-06-03
35119,2013-02-15
34475,2013-03-20
48457,2013-01-21
32143,2012-10-19
1259,2013-01-18
38832,2011-03-23
49854,2013-03-18
12672,2013-02-01
43835,2011-03-05
53471,2011-08-02
6704,2013-12-03
65617,2012-11-10
68736,2013-03-16
60013,2013-01-28
51024,2011-03-24
28320,2011-08-26
37363,2013-01-22
855,2013-02-23
49066,2011-04-09
10758,2011-03-31
65210,2012-10-19
73694,2012-10-28
29049,2012-10-09
3432,2013-05-04
5676,2013-01-20
51013,2013-02-24
4909,2011-03-13
72945,2011-07-24
43667,2011-03-11
66482,2011-02-28
41738,2011-07-29
58299,2013-03-18
8136,2011-03-18
15114,2011-02-24
46074,2013-03-06
22538,2011-08-07
52716,2011-08-04
43907,2012-11-03
44831,2013-01-26
22745,2011-03-10
37141,2011-02-23
20506,2013-01-31
8403,2011-04-07
35520,2013-12-03
19996,2013-01-29
53961,2011-08-02
3196,2011-08-18
47851,2011-03-24
61845,2011-04-07
22980,2013-05-04
63277,2013-01-17
65976,2013-03-19
72769,2011-03-18
66425,2011-07-16
36313,2013-03-05
53838,2013-01-21
30546,2011-03-06
65181,2013-03-04
35279,2011-04-03
55668,2013-02-24
51874,2013-01-16
46648,2011-03-20
49479,2011-04-10
31171,2013-02-12
39698,2011-08-08
49283,2013-02-12
11337,2011-03-07
63220,2011-01-03
50541,2011-03-15
17989,2011-03-16
57347,2011-02-24
6200,2011-02-21
23105,2011-03-08
17182,2012-10-21
22061,2011-03-09
22965,2013-02-14
17524,2011-04-12
40724,2012-10-24
16452,2012-10-23
45353,2013-02-15
29722,2013-03-26
50677,2012-10-22
8303,2013-02-12
54714,2011-07-24
42923,2011-07-23
8664,2012-10-22
37077,2012-10-26
66642,2011-08-03
53700,2012-10-24
33579,2013-02-05
21459,2012-10-17
47601,2013-03-20
63660,2013-03-16
34719,2011-07-26
65636,2013-01-24
20403,2011-07-30
52482,2011-07-15
3971,2011-03-03
1461,2011-03-20
22533,2013-01-31
57363,2011-08-10
4169,2013-04-04
7585,2013-02-26
69747,2013-02-13
1432,2013-02-04
52204,2013-03-23
23102,2012-11-05
6441,2012-10-10
67841,2011-07-26
38806,2011-03-29
3308,2013-02-13
45561,2011-03-10
65968,2011-03-13
18769,2011-07-13
65926,2011-02-23
19565,2012-11-10
5287,2011-04-04
56603,2013-02-05
56749,2012-10-13
23204,2011-08-07
59672,2011-08-26
51739,2011-04-12
34027,2011-02-21
13675,2011-03-01
14946,2011-07-15
9063,2011-03-26
14861,2011-08-30
21357,2012-10-17
55526,2011-07-17
6603,2011-08-04
59213,2012-10-04
638,2011-03-10
72749,2011-04-12
20918,2011-07-22
9549,2013-02-22
63818,2013-01-26
27143,2013-02-03
74038,2011-07-09
11118,2012-10-25
27473,2012-10-21
10831,2011-03-19
24688,2011-02-27
23068,2013-02-17
22041,2013-04-03
52628,2011-03-14
35144,2012-11-04
12412,2011-03-04
7654,2011-07-08
40507,2013-01-20
47624,2013-02-15
45953,2011-03-10
34368,2013-01-22
32248,2011-02-26
63574,2013-02-02
59083,2012-10-31
24028,2011-04-12
6734,2013-08-03
26508,2012-10-13
45033,2011-08-10
33592,2013-02-25
67240,2013-03-20
58510,2013-01-29
9571,2013-02-24
33457,2011-03-18
42103,2013-06-03
18688,2013-10-03
40664,2013-02-11
28021,2012-11-10
61874,2011-03-30
37751,2013-01-24
71712,2013-03-28
15129,2011-02-22
32945,2011-08-06
56495,2011-07-14
72537,2011-02-25
23244,2013-01-24
8924,2013-02-08
43992,2013-02-01
72666,2013-01-18
12771,2011-03-25
30842,2013-03-20
61947,2011-03-08
32258,2011-03-03
44183,2011-03-18
16641,2011-07-27
41370,2013-03-22
6392,2011-03-30
6901,2013-01-22
57307,2013-02-10
11385,2011-02-27
34026,2013-01-24
47489,2013-02-26
11342,2011-07-06
70783,2011-07-30
62914,2011-10-04
30804,2013-02-06
73018,2011-03-11
11155,2013-02-08
61255,2013-01-18
62281,2011-04-02
23252,2011-03-18
17903,2013-03-20
16977,2011-07-21
55094,2011-07-28
26531,2013-03-24
17477,2013-03-28
70128,2013-03-16
54684,2012-10-21
71100,2011-04-03
9128,2011-07-29
45531,2011-03-21
71353,2013-03-15
38315,2011-11-03
40210,2011-07-14
26821,2011-03-14
26452,2011-03-15
6052,2011-03-25
19642,2011-03-01
41469,2013-07-03
62027,2011-08-20
10866,2011-03-11
70907,2013-02-18
34344,2012-11-19
63548,2011-03-18
20361,2012-10-20
3856,2011-03-16
7745,2012-10-03
15804,2013-02-06
15184,2012-10-30
69307,2011-08-02
40675,2013-02-04
13160,2013-05-04
17396,2011-07-07
12149,2012-11-01
70063,2011-03-09
1517,2013-01-26
73076,2013-02-10
44582,2013-02-19
71361,2011-11-03
26245,2012-10-10
25442,2013-01-18
21313,2013-01-24
6281,2013-03-07
19216,2011-03-17
67789,2012-10-27
72029,2013-02-08
51702,2011-03-26
55076,2013-02-16
20287,2013-01-25
28620,2011-03-12
20226,2011-07-16
19746,2012-10-17
61148,2011-02-26
38425,2013-09-03
9208,2013-03-28
57712,2013-03-19
70174,2011-07-26
74194,2011-08-01
67261,2013-01-03
62554,2011-03-09
56837,2011-07-22
63435,2013-01-21
63514,2012-10-30
41762,2011-03-19
62656,2011-03-12
45817,2012-10-19
58829,2013-01-21
64961,2012-10-19
3323,2011-03-03
21447,2011-03-28
17277,2013-02-04
58192,2011-04-15
16696,2012-10-10
22715,2013-01-16
48783,2013-02-03
51092,2013-02-26
50270,2013-01-30
69137,2011-03-05
72548,2013-02-27
23720,2011-04-17
31766,2011-08-01
6087,2012-10-22
46335,2013-03-14
12666,2013-02-02
66641,2013-03-16
36710,2011-04-03
3662,2011-07-22
21945,2011-02-26
55626,2011-07-16
70438,2013-08-02
33594,2013-02-20
44700,2011-03-20
7454,2012-10-13
69893,2011-08-18
55132,2013-03-02
24849,2011-07-12
70059,2011-02-23
10160,2011-08-07
32776,2011-08-04
69925,2011-08-02
2001,2013-02-03
50289,2013-03-01
65731,2013-02-14
65042,2011-03-03
51062,2013-01-24
45207,2013-03-01
1070,2013-01-24
16511,2011-07-28
32326,2013-01-31
35137,2011-08-12
6430,2011-04-18
61916,2013-01-26
13953,2013-01-28
43141,2011-02-28
34195,2013-03-26
21234,2011-02-21
67422,2013-02-23
44656,2013-02-22
25715,2013-01-29
17729,2011-08-04
61243,2011-03-04
51532,2012-10-27
10921,2013-02-13
65139,2013-06-03
40436,2013-03-04
20755,2011-03-26
36033,2013-02-09
16733,2011-07-27
73519,2011-02-28
63707,2011-07-23
70283,2013-02-15
72643,2013-02-27
7571,2013-01-22
61219,2011-04-04
57463,2011-06-07
21445,2012-11-01
50787,2013-01-17
23054,2013-03-21
73554,2011-02-28
30931,2013-11-03
39940,2011-03-09
53036,2011-02-24
31435,2013-03-21
12295,2013-04-04
12961,2011-02-23
58464,2013-01-16
61573,2013-02-02
28824,2011-07-16
39014,2012-10-30
59413,2011-03-13
51912,2011-02-24
62044,2011-04-17
59960,2011-03-18
57781,2011-03-05
8819,2011-03-30
62777,2011-07-22
41599,2013-07-03
28113,2013-04-04
72232,2011-07-19
16074,2012-10-22
50440,2011-02-18
12332,2011-12-03
21626,2011-03-20
32342,2012-11-08
61658,2013-02-05
3065,2012-10-18
11276,2012-10-07
22729,2011-03-06
22650,2011-08-06
33420,2012-11-07
16975,2013-03-15
47492,2011-03-17
36821,2011-03-19
33679,2011-03-10
18159,2011-02-02
12431,2011-07-19
26624,2013-03-23
62692,2011-03-30
29018,2013-03-15
58297,2012-10-22
44157,2011-08-07
35430,2012-10-07
31804,2011-03-18
53948,2012-11-06
40272,2012-11-05
31735,2013-02-27
23458,2012-11-15
14813,2011-03-01
11687,2011-07-13
47625,2011-08-10
72192,2013-03-21
73348,2011-03-06
11962,2011-07-12
24949,2013-01-30
22553,2013-02-28
63452,2012-10-21
28211,2011-07-19
41525,2012-10-24
49110,2011-07-23
11354,2012-10-22
28629,2011-08-08
3195,2011-07-16
14039,2013-03-01
21120,2011-03-22
16265,2013-06-03
22879,2011-03-22
64152,2013-03-28
8401,2013-04-03
51779,2013-02-09
32578,2013-01-26
17995,2013-02-06
2762,2013-03-13
46970,2011-03-10
41767,2011-08-02
41254,2013-03-03
52451,2012-10-25
2403,2013-03-09
52139,2011-03-08
56404,2011-03-08
22503,2012-11-05
18686,2011-04-02
59984,2013-01-15
61204,2011-03-11
25934,2011-03-14
52029,2011-07-18
41576,2013-02-15
72957,2011-04-17
48640,2013-03-22
38225,2013-02-02
71948,2011-07-21
66746,2011-07-21
72701,2011-03-26
19646,2011-04-13
71104,2013-03-19
19605,2013-02-02
3552,2013-10-03
60012,2011-07-20
50024,2012-10-14
66146,2011-07-30
17009,2013-01-16
7235,2011-04-06
25565,2011-03-11
6389,2011-03-28
8354,2011-02-19
44788,2011-03-11
55049,2011-03-04
63461,2011-03-04
46792,2013-01-19
69585,2011-08-06
30037,2011-03-16
45854,2011-08-07
66271,2012-12-23
42975,2013-02-02
51471,2011-04-15
61082,2011-03-28
48175,2012-10-12
34437,2011-03-27
41646,2011-04-03
69830,2013-02-16
19581,2013-02-03
35300,2011-03-13
17023,2011-04-04
48016,2011-07-31
74180,2011-03-07
36557,2011-03-15
69589,2011-04-14
37133,2011-03-24
53142,2011-03-17
6339,2013-05-03
32518,2013-01-14
24878,2011-03-11
38205,2011-02-20
69223,2011-03-11
43497,2011-02-21
69549,2011-08-06
29011,2011-03-11
735,2013-03-22
14492,2011-04-17
56825,2013-03-12
44273,2013-02-19
29215,2011-07-16
10399,2012-11-12
31065,2013-02-04
28787,2013-03-15
6652,2011-07-15
3030,2011-03-22
22603,2012-10-18
8818,2012-10-23
19814,2013-01-20
6801,2011-07-10
65407,2011-07-18
14262,2011-03-05
48180,2013-03-12
55941,2012-10-05
71349,2011-03-05
27427,2013-01-18
15156,2011-07-27
12459,2012-11-03
13569,2013-02-15
54405,2013-10-03
60591,2011-08-15
13348,2013-02-27
41552,2011-02-24
72203,2013-05-04
12299,2013-02-15
54083,2013-01-29
20228,2013-03-24
45437,2013-02-03
70384,2012-10-13
60833,2013-01-31
73096,2012-11-02
50890,2013-05-03
65441,2011-07-08
43843,2013-02-04
18668,2011-07-24
17590,2013-03-03
47098,2013-02-04
59298,2011-04-10
57593,2013-01-22
9725,2013-01-24
8602,2011-07-19
50460,2012-10-18
57504,2012-10-05
18909,2013-01-29
7123,2012-10-11
32310,2011-04-17
33833,2011-08-28
70389,2013-01-23
43382,2011-03-10
51281,2013-02-03
43990,2013-02-20
39002,2011-04-14
33823,2011-02-23
60215,2012-10-15
43410,2011-08-03
34878,2013-10-03
67758,2013-02-18
18318,2011-03-24
11124,2013-09-02
29604,2012-10-24
44532,2013-02-27
34050,2012-11-09
61877,2011-03-08
33973,2013-03-22
16673,2012-10-05
52388,2012-10-18
22869,2011-03-15
60355,2011-03-22
37262,2013-03-02
61867,2011-03-13
4650,2013-02-10
38444,2013-02-26
56957,2011-07-26
48301,2011-07-27
10337,2011-03-12
20015,2011-03-20
73481,2011-08-02
34686,2011-07-30
13692,2011-03-10
34002,2011-07-18
5994,2011-07-27
68970,2011-03-24
64489,2011-07-15
13623,2013-03-16
63521,2013-02-02
10783,2011-03-08
62893,2013-01-28
13992,2013-02-17
17474,2011-08-01
41568,2011-03-09
51048,2011-03-13
50326,2011-08-17
38590,2013-02-11
33895,2013-01-04
46357,2013-02-02
44738,2013-02-27
26490,2013-01-23
40610,2011-07-16
18180,2011-04-05
70912,2013-10-03
61160,2011-07-18
68782,2012-10-20
70333,2011-07-20
21424,2011-08-02
54553,2012-10-18
67853,2013-02-01
21574,2013-02-08
73814,2011-07-30
73932,2012-11-04
51959,2011-03-27
53865,2013-02-01
19616,2011-03-14
21343,2012-10-31
42612,2013-12-03
5621,2011-04-13
52920,2011-08-11
54734,2011-03-23
16781,2013-02-27
26542,2012-10-25
23429,2011-03-18
43689,2011-03-23
52535,2011-02-27
39908,2011-07-28
17472,2013-02-04
1691,2011-03-11
58326,2013-02-25
41712,2011-03-27
47239,2013-03-15
61590,2013-03-19
16139,2011-01-08
14381,2011-04-08
73191,2013-02-04
50271,2013-02-16
51857,2013-05-04
9260,2013-08-02
12697,2013-03-20
70158,2011-03-26
71356,2013-03-29
61305,2013-01-22
49773,2013-01-25
5942,2013-01-23
51373,2011-03-22
572,2013-02-10
28385,2013-02-20
54228,2013-01-23
22176,2012-10-19
46434,2013-02-14
49978,2012-11-05
46283,2013-03-04
56129,2011-03-17
2179,2013-12-03
63474,2013-05-03
12731,2011-03-31
4897,2011-07-26
28621,2013-02-23
34692,2011-03-03
2734,2011-08-01
46412,2011-10-04
31650,2013-01-31
40883,2011-07-18
66057,2011-03-09
25950,2011-03-03
54603,2013-03-22
36982,2013-01-23
9424,2011-03-06
69608,2013-01-13
18450,2011-03-17
47467,2013-03-16
820,2011-07-31
58310,2011-07-27
70012,2011-04-18
60033,2013-02-07
22142,2011-07-20
60570,2011-07-05
17059,2011-08-02
43619,2013-01-20
1328,2013-02-14
5442,2013-01-18
38486,2011-03-14
26071,2011-07-25
37962,2013-02-20
38966,2012-10-23
30719,2012-10-17
29667,2011-03-28
39430,2013-03-13
12812,2011-02-19
17761,2011-03-21
28058,2011-03-14
8862,2013-03-03
40751,2011-03-27
28533,2013-01-17
40952,2013-01-30
61754,2011-07-17
47152,2011-02-02
46889,2013-02-15
32407,2013-04-04
73592,2013-02-26
42367,2013-04-03
13131,2013-07-03
43191,2011-07-19
44313,2011-03-09
11949,2013-02-27
12730,2013-03-18
8417,2013-03-15
37974,2012-11-14
73804,2013-02-22
55660,2011-03-18
31562,2011-08-16
42427,2011-08-03
49531,2011-03-10
32163,2011-04-17
30508,2011-07-07
28714,2011-03-12
25620,2013-10-03
25512,2013-02-23
21246,2012-10-14
18484,2011-08-16
45565,2011-07-25
37548,2011-03-09
1061,2011-08-12
15045,2011-03-16
32228,2013-03-04
55285,2013-05-03
58862,2011-07-16
8199,2013-01-18
38859,2011-03-28
64310,2011-03-17
39885,2012-10-15
56561,2011-07-21
21034,2013-02-21
45309,2011-04-11
19968,2012-10-26
14383,2011-03-11
42452,2013-01-25
5011,2011-07-19
69435,2012-10-20
49760,2013-03-22
40487,2013-01-30
28481,2011-02-21
8205,2013-01-19
7621,2013-02-19
22092,2011-08-10
53975,2012-10-22
12823,2011-08-17
40940,2013-01-24
49761,2013-04-04
19912,2011-03-12
30728,2011-04-17
17263,2011-03-17
15213,2012-10-22
22435,2013-01-29
50338,2013-03-15
46878,2012-10-04
60186,2011-03-04
3650,2012-10-09
41215,2011-02-24
33554,2011-02-24
29269,2011-09-01
66708,2011-03-10
28970,2013-03-13
45723,2011-07-28
22738,2011-07-29
7321,2013-01-27
52028,2011-08-02
35720,2013-02-21
53983,2011-04-12
22492,2013-09-02
29325,2012-11-05
68927,2013-02-14
37419,2013-02-05
11099,2011-04-07
27908,2013-03-24
28668,2013-01-16
46850,2011-03-22
24489,2012-10-23
23609,2011-04-04
40765,2011-03-09
3766,2011-08-05
62889,2011-07-25
17129,2011-02-22
31958,2011-03-20
39229,2013-01-29
4114,2013-02-26
49473,2012-10-22
14507,2013-03-27
12631,2013-01-31
14389,2013-03-21
52472,2013-01-18
34622,2013-01-26
29206,2013-03-26
53102,2011-04-19
64754,2013-01-20
9892,2011-03-15
72323,2013-02-06
69835,2011-07-18
28613,2012-10-18
12432,2013-02-15
39863,2013-01-29
63977,2012-11-01
56964,2013-02-08
42787,2013-03-18
44216,2011-04-13
28584,2012-10-04
58771,2013-03-21
3327,2013-01-22
1105,2011-04-16
27196,2011-02-28
6633,2013-01-18
2784,2011-07-27
43300,2013-03-26
64623,2011-03-10
55814,2011-07-15
71604,2011-03-14
44503,2013-03-29
33534,2011-04-02
66665,2012-10-06
4358,2011-07-10
22241,2011-07-23
51676,2013-02-11
37060,2011-07-11
29622,2011-04-10
38570,2011-03-14
43101,2013-02-25
56180,2013-03-06
15377,2013-07-03
59359,2013-04-04
41970,2013-02-12
70425,2011-03-18
55884,2011-07-15
47695,2011-03-28
36353,2013-01-31
66027,2013-03-23
62210,2012-10-19
65247,2011-07-25
31175,2012-10-29
32746,2011-02-27
38037,2012-10-27
43483,2013-03-12
18728,2011-03-28
49876,2013-03-20
21522,2013-02-26
11564,2013-01-28
21473,2011-03-03
71272,2013-02-07
4503,2011-03-19
12573,2013-03-18
54358,2012-10-10
20615,2012-10-10
58485,2011-03-09
67325,2011-08-02
45343,2011-03-13
45234,2013-02-05
20816,2013-02-01
71074,2011-03-10
34755,2013-02-05
24827,2013-03-20
2204,2013-03-07
35531,2011-03-13
26574,2012-10-23
41631,2011-04-01
27831,2013-01-24
19778,2011-07-26
21752,2013-03-30
13314,2011-07-30
55352,2013-01-17
43532,2013-03-20
12633,2013-09-03
65701,2012-10-13
61347,2012-10-29
69763,2011-07-15
71385,2011-08-06
42531,2013-02-05
406,2013-02-04
43032,2013-02-26
32059,2011-03-31
10757,2011-02-27
29717,2013-01-21
74108,2013-03-02
33447,2013-02-03
35176,2011-03-30
1280,2013-01-22
44366,2011-03-30
10149,2013-01-24
39151,2011-02-27
31084,2011-03-04
29684,2011-04-01
15061,2013-02-23
36246,2011-03-07
57401,2011-03-30
15231,2013-01-18
9023,2011-03-09
23304,2011-03-25
66652,2011-04-15
41107,2011-02-26
22817,2011-03-14
48316,2013-02-16
71618,2012-10-07
3286,2013-02-04
64452,2013-01-21
17885,2012-10-13
38777,2011-02-27
47566,2011-07-25
35240,2013-12-02
23673,2012-10-08
5289,2013-12-03
56517,2011-04-03
36566,2012-10-16
61927,2013-02-22
21949,2013-01-17
45666,2012-10-14
23594,2011-07-10
17906,2012-10-21
9195,2004-03-01
51953,2013-03-19
37780,2011-07-31
10182,2011-02-23
43752,2013-02-02
41156,2011-02-26
10506,2013-03-26
40698,2013-02-15
13883,2013-02-13
7180,2013-03-03
16135,2011-09-04
42097,2011-07-15
47752,2011-03-18
43994,2013-08-02
56406,2012-12-15
49227,2012-10-18
32772,2011-03-30
55922,2013-01-24
57295,2011-04-01
20222,2011-03-07
13301,2012-10-12
2128,2013-02-01
64040,2013-01-25
26752,2013-02-15
57704,2011-07-24
8758,2011-07-06
41796,2013-04-04
13240,2011-02-24
51498,2011-04-03
52476,2011-04-02
30139,2013-01-24
52730,2013-02-05
6805,2013-02-27
69296,2011-01-08
3446,2013-01-24
38113,2013-03-13
50301,2012-10-22
1016,2011-03-24
73425,2012-10-17
6244,2013-01-18
29552,2013-02-10
46494,2012-10-23
41296,2011-08-04
23795,2011-08-02
30452,2011-08-06
58234,2011-03-20
61154,2013-02-10
43893,2013-02-20
11921,2013-03-13
56514,2011-07-13
44021,2013-10-03
41103,2011-04-09
54434,2011-03-28
24163,2011-08-04
12608,2011-03-13
47161,2011-04-15
5407,2011-03-17
27865,2011-02-25
9711,2013-06-04
66299,2012-11-08
72623,2011-07-28
21987,2013-03-15
1694,2011-07-14
33192,2013-02-12
45511,2011-07-05
26519,2011-07-14
24073,2011-07-21
48867,2012-10-22
65082,2013-05-03
46934,2011-04-18
23012,2013-03-24
4131,2013-03-15
39503,2011-03-05
69953,2013-01-21
59692,2012-10-31
69612,2011-03-30
42330,2013-01-20
35258,2011-03-18
5485,2011-02-25
72074,2012-10-05
1651,2011-07-19
52534,2013-02-27
59134,2013-03-15
164,2013-03-28
47690,2013-03-03
54176,2011-03-28
814,2013-02-26
15123,2012-10-12
13249,2013-02-03
493,2011-07-21
33550,2011-03-14
59293,2011-02-18
49217,2013-03-16
62601,2012-10-18
5000,2011-03-25
41733,2013-12-03
18047,2011-02-26
17962,2012-10-10
50602,2011-08-13
8150,2011-07-13
22564,2013-01-24
18157,2013-01-24
68192,2011-02-17
7154,2011-03-29
69482,2011-07-13
15069,2013-02-16
58403,2013-01-16
63931,2011-03-18
41919,2011-03-18
37676,2013-02-15
64054,2013-02-19
47027,2013-03-15
65790,2011-03-01
15632,2013-03-21
57691,2011-07-29
25858,2011-08-10
12118,2011-03-17
62612,2011-03-06
1751,2013-02-17
52379,2011-03-06
5128,2011-04-04
173,2011-03-19
28313,2013-12-03
4582,2011-04-05
23495,2013-03-19
41980,2013-02-15
69648,2011-03-26
58248,2011-03-29
16786,2011-07-28
43917,2013-12-03
22963,2013-03-15
42843,2011-07-29
28315,2011-03-12
31832,2011-03-21
55562,2011-03-10
62620,2013-02-12
13972,2011-07-14
45676,2013-01-29
74189,2013-05-03
67706,2013-02-08
32138,2013-01-17
69056,2011-08-24
57062,2013-03-18
45216,2013-01-19
538,2013-02-19
60177,2013-02-15
70231,2013-01-30
41820,2012-10-26
39754,2013-03-14
46943,2011-03-15
48531,2011-07-13
61975,2011-03-13
27396,2011-08-23
39401,2012-10-18
11996,2013-03-08
23466,2011-03-31
58476,2004-12-01
48861,2013-01-16
22307,2013-02-22
67949,2013-02-16
30846,2011-03-17
63147,2013-02-19
33589,2013-03-21
21644,2013-02-26
31491,2011-03-16
69607,2011-03-06
22352,2012-10-18
3660,2011-03-18
66576,2011-07-19
49555,2011-03-22
55258,2013-02-26
25147,2013-02-21
56894,2012-10-13
39705,2011-03-15
3282,2013-01-29
29150,2011-08-04
47140,2013-03-24
50253,2011-03-30
1813,2012-11-08
19751,2013-02-18
16495,2013-03-14
28277,2011-08-23
15243,2012-10-19
66817,2011-03-16
38892,2013-03-27
5846,2011-08-06
10461,2013-01-23
50643,2013-04-04
32201,2013-02-19
22870,2011-04-20
68203,2013-02-07
54107,2013-03-15
6295,2012-11-03
52182,2013-02-07
55770,2011-08-07
32900,2013-02-02
33089,2011-03-01
41378,2012-10-16
60954,2013-02-17
49752,2013-03-25
32149,2011-03-18
45189,2011-04-10
2898,2011-04-18
28112,2011-02-24
26579,2013-01-25
42601,2011-02-23
72296,2011-08-08
14979,2013-02-04
5817,2011-03-22
61075,2013-03-19
38975,2013-01-27
20084,2011-04-03
32478,2012-12-12
35052,2011-02-22
35630,2011-07-29
6553,2013-05-04
22545,2013-01-25
24092,2013-02-13
70764,2011-07-17
40264,2011-07-18
47943,2012-10-27
48453,2011-03-04
37486,2012-11-08
43328,2013-01-31
27088,2013-09-03
71235,2013-02-20
53474,2011-03-22
4494,2013-02-15
72596,2011-07-21
43227,2013-02-08
29389,2011-04-01
28274,2013-02-24
22665,2013-01-27
60801,2012-10-12
6911,2012-10-18
14688,2011-07-28
7782,2013-01-24
24110,2012-11-06
51310,2013-05-03
65979,2011-03-24
20152,2011-03-13
51240,2011-12-07
15992,2011-08-03
72448,2013-01-23
27644,2011-08-26
37675,2013-03-07
41473,2011-03-31
68509,2013-03-30
37423,2012-10-23
53830,2011-02-21
17842,2011-04-15
70129,2013-03-14
312,2011-03-18
5652,2011-03-06
11780,2011-03-30
69299,2012-11-02
40673,2013-03-19
45966,2011-03-22
4165,2013-02-04
54502,2011-03-04
25277,2013-01-29
15013,2013-01-24
21125,2011-04-07
36527,2011-07-29
61330,2013-01-21
63081,2011-03-19
21324,2013-02-10
33488,2011-07-14
23,2011-03-18
44552,2011-07-19
55710,2012-11-06
7687,2013-09-03
43201,2013-01-23
50736,2012-10-30
13892,2012-10-06
20103,2012-10-23
40020,2013-02-01
12083,2013-07-03
9697,2013-02-13
51178,2011-02-27
52223,2013-03-03
36254,2011-03-16
59634,2013-01-18
52562,2011-03-18
45797,2011-04-07
44665,2011-03-05
26877,2011-07-21
24142,2011-12-07
71334,2012-11-02
22179,2013-02-08
4264,2013-03-08
7894,2011-03-23
12134,2011-03-16
2209,2011-03-27
62418,2013-03-23
2058,2013-02-11
2861,2013-03-23
10551,2011-03-11
44721,2011-02-27
25370,2011-03-09
6385,2013-01-22
28282,2013-02-16
64082,2011-07-17
26099,2013-02-05
59961,2011-03-04
4962,2011-02-22
48272,2013-02-02
29162,2011-03-21
65911,2012-10-22
33219,2013-01-23
1125,2011-03-22
29472,2011-07-28
15911,2011-07-30
66854,2011-08-21
62125,2011-04-15
7339,2013-02-22
3334,2013-01-22
59432,2013-05-03
1577,2013-02-15
53898,2011-03-16
3588,2013-03-15
70689,2013-03-17
14134,2013-03-18
65433,2011-04-14
67149,2011-03-16
56203,2011-04-17
49104,2011-04-10
60208,2012-11-11
11653,2011-02-23
70279,2013-03-04
6514,2012-10-04
40880,2011-03-05
44563,2013-02-02
41320,2013-10-02
41772,2013-03-02
59674,2011-07-17
10569,2011-03-18
73588,2011-07-31
31015,2011-08-03
59991,2011-03-02
48118,2013-02-07
42385,2011-08-04
58538,2011-05-03
65165,2012-11-01
58543,2013-03-24
37216,2013-03-01
7905,2011-03-12
70924,2012-11-13
32610,2011-07-26
49726,2011-08-05
18561,2013-02-26
21542,2013-01-27
73940,2013-02-07
59414,2013-02-10
48972,2011-08-07
42292,2011-09-28
13591,2013-02-10
70376,2013-01-31
43069,2011-07-31
12692,2011-03-09
15754,2011-07-10
70469,2011-03-13
46429,2013-01-23
39394,2011-03-12
24890,2013-02-06
8666,2013-02-03
26644,2011-08-15
42905,2013-02-08
71908,2011-07-16
59680,2012-10-23
7511,2011-11-03
56899,2011-03-30
55670,2011-03-09
46256,2011-07-11
13403,2011-04-11
45749,2011-07-13
50850,2011-04-09
37117,2013-03-08
16601,2011-03-15
73194,2011-03-02
49187,2013-01-28
30124,2011-08-07
72462,2011-03-19
10687,2011-07-29
11181,2013-03-02
35186,2011-03-25
62200,2013-03-13
12030,2011-08-20
25428,2013-02-15
4464,2011-03-18
14878,2011-08-12
3907,2011-03-14
71107,2013-02-21
70089,2011-02-22
7411,2013-03-20
7997,2013-02-07
72687,2011-03-04
40300,2011-03-26
1441,2013-03-28
39230,2013-07-03
62694,2011-07-23
58462,2011-07-31
36638,2011-07-26
56940,2011-08-11
770,2011-02-26
21453,2013-02-09
21044,2011-02-25
8423,2011-03-25
23311,2011-03-02
31487,2011-03-19
34976,2011-03-16
67334,2011-08-03
62169,2013-01-17
26979,2013-02-21
70773,2013-12-03
38313,2013-04-04
39076,2013-01-23
11890,2013-02-08
32923,2011-03-18
46032,2013-02-24
44838,2011-04-01
73391,2011-07-26
